,href,text
1000,https://www.sports.ru//football/1113798022-francziya-pozhaluetsya-v-fifa-iz-za-otmeny-gola-grizmanna-sudya-ne-ime.html,Франция пожалуется в ФИФА из-за отмены гола Гризманна. Судья не имел права смотреть ВАР после возобновления игры
1001,https://www.sports.ru//football/1113794781-argentina-i-polsha-v-plej-off-chm-2022-ronaldu-blizok-k-perexodu-v-al-.html,"Аргентина и Польша в плей-офф ЧМ-2022, Роналду близок к переходу в «Аль-Наср», «АвтоВАЗ» стал партнером КХЛ и другие новости утра"
1002,https://www.sports.ru//basketball/1113783081-nba-boston-majami-finiks-primet-chikago-i-drugie-matchi.html,"НБА. 49 очков Тейтума помогли «Бостону» обыграть «Майами», «Лейкерс» были сильнее «Портленда» и другие результаты"
1003,https://www.sports.ru//biathlon/1113797141-oleg-matyczin-soczgarantii-kotorye-est-u-rossijskix-sportsmenov-ne-pre.html,"Олег Матыцин: «Соцгарантии, которые есть у российских спортсменов, не предоставляет ни одна страна»"
1004,https://www.sports.ru//hockey/1113778492-nxl-rejndzhers-protiv-ottavy-toronto-sygraet-s-san-xose-detrojt-s-baff.html,"НХЛ. «Рейнджерс» обыграли «Оттаву», «Торонто» победил «Сан-Хосе», «Чикаго» проиграл «Эдмонтону»"
1005,https://www.sports.ru//mediafootball/1113792221-v-rpl-srazu-budem-v-top-10-a-potom-budem-maxatsya-so-spartakom-i-zenit.html,"«В РПЛ сразу попадем в топ-10, а потом будем махаться со «Спартаком» и «Зенитом». Босс 2Drots Некит об амбициях"
1006,https://www.sports.ru//biathlon/1113796789-na-kubke-rossii-po-biatlonu-s-nachala-sezona-otmeneno-ili-pereneseno-5.html,"На Кубке России по биатлону с начала сезона отменено или перенесено 5 гонок, состоялись 2. Это из-за мороза"
1007,https://www.sports.ru//basketball/1113796527-devin-buker-nabral-51-ochko-s-chikago-realizovav-80-s-igry-i-85-7-iz-z.html,"Девин Букер набрал 51 очко с «Чикаго», реализовав 80% с игры и 85,7% из-за дуги"
1008,https://www.sports.ru//basketball/1113795887-dzhejson-tejtum-nabral-49-ochkov-i-11-podborov-v-pobednom-matche-s-maj.html,Джейсон Тейтум набрал 49 очков и 11 подборов в победном матче с «Майами»
1009,https://www.sports.ru//football/1113794035-levandovski-o-02-s-argentinoj-schastlivoe-porazhenie-xotya-polsha-poka.html,"Левандовски о 0:2 с Аргентиной: «Счастливое поражение, хотя Польша показала не очень хороший футбол. С Францией уровень будет даже выше, может»"
1010,https://www.sports.ru//football/1113793126-messi-o-20-s-polshej-zol-iz-za-nezabitogo-penalti-no-argentina-zaigral.html,"Месси о 2:0 с Польшей: «Зол из-за незабитого пенальти, но Аргентина заиграла лишь сильнее»"
1011,https://www.sports.ru//football/1113793746-shchensny-posle-02-ot-argentiny-polsha-igrala-bezobrazno-vse-95-minut-.html,"Шченсны после 0:2 от Аргентины: «Польша играла безобразно все 95 минут. Матч шел около 5 часов, на мой взгляд»"
1012,https://www.sports.ru//football/1113791917-argentina-sygraet-s-avstraliej-v-1-8-finala-chm-2022-francziya-protiv-.html,"Аргентина сыграет с Австралией в 1/8 финала ЧМ-2022, Франция – с Польшей"
1013,https://www.sports.ru//football/1113791062-polsha-oboshla-meksiku-v-gruppe-chm-2022-iz-za-razniczy-golov.html,Польша обошла Мексику в группе ЧМ-2022 из-за лучшей разницы голов и сыграет в 1/8 финала
1014,https://www.sports.ru/https://go.redav.online/889c35ba09288160,"Бесплатные курсы по разным направлениям. Выбирайте и изучайте тему, которая нравится вам"
1015,https://www.sports.ru//football/1113791209-argentina-i-polsha-vyshli-v-plej-off-chm-2022-meksika-i-saudovskaya-ar.html,"Аргентина и Польша вышли в плей-офф ЧМ-2022, Мексика и Саудовская Аравия вылетели"
1016,https://www.sports.ru//football/1113761212-chm-2022-francziya-sygraet-s-tunisom-argentina-s-polshej-daniya-protiv.html,"ЧМ-2022. Аргентина победила Польшу, Франция уступила Тунису, Саудовская Аравия – Мексике, Дания проиграла Австралии"
1017,https://www.sports.ru//football/1113787172-shchensny-otbil-penalti-messi-naznachennyj-za-ego-popadanie-lionelyu-v.html,Шченсны попал рукой в лицо Месси – судья назначил пенальти после ВАР. Поляк отбил удар Лео с точки
1018,https://www.sports.ru//football/1113789233-kanelo-izvinilsya-pered-messi-i-argentinoj-menya-zaxlestnuli-strast-i-.html,Канело извинился перед Месси и Аргентиной: «Меня захлестнули страсть и любовь к Мексике»
1019,https://www.sports.ru//football/1113787939-messi-ne-zabil-2-iz-3-penalti-na-chm-i-povtoril-antirekord-u-gyana-2-i.html,Месси не забил 2 из 3 пенальти на ЧМ и повторил антирекорд Гьяна
1020,https://www.sports.ru//football/1113787119-shchensny-otrazil-vtoroj-penalti-na-chm-2022.html,Шченсны отразил 2 пенальти на ЧМ-2022 – удары Месси и Аль-Досари
1021,https://www.sports.ru//football/1113785857-v-irane-silovikami-ubit-protestuyushhij-avtomobilnym-gudkom-prazdnovav.html,"В Иране силовиками убит водитель, гудком праздновавший вылет сборной с ЧМ-2022 (Iran Human Rights)"
1022,https://www.sports.ru//football/1113784513-krishtianu-razgovarival-s-realom-i-predlagal-igrat-do-koncza-sezona-uc.html,«Роналду пытался договориться с «Реалом» на 6 месяцев». Агент Барбоза о Криштиану и поиске клуба
1023,https://www.sports.ru//hockey/1113764001-kxl-torpedo-v-gostyax-u-admirala-ak-bars-primet-sibir-czska-protiv-ava.html,"КХЛ. «Авангард» победил ЦСКА, «Торпедо» обыграло «Адмирал», «Трактор» проиграл «Барысу», «Ак Барс» уступил «Сибири»"
1024,https://www.sports.ru//football/1113784032-david-vilya-messi-i-ronaldu-dvoe-luchshix-v-istorii-my-dolzhny-naslazh.html,Давид Вилья: «Месси и Роналду – лучшие в истории. Мы должны наслаждаться их игрой»
1025,https://www.sports.ru//hockey/1113783989-zashhitnik-pittsburga-letang-perenes-insult-vo-vtoroj-raz-v-karere.html,Защитник «Питтсбурга» Летанг перенес инсульт во второй раз за карьеру
1026,https://www.sports.ru//football/1113784170-ronaldu-trenirovalsya-individualno-portugaliya-sygraet-s-yuzhnoj-koree.html,Роналду тренировался индивидуально. Португалия сыграет с Южной Кореей 2 декабря
1027,https://www.sports.ru//football/1113783983-franczuzskij-kanal-zavershil-translyacziyu-igry-s-tunisom-srazu-posle-.html,Французский канал завершил трансляцию игры с Тунисом до отмены гола Гризманна
1028,https://www.sports.ru//mediafootball/1113783855-2drots-i-rodina-media-tarasova-i-t-killah-sygrayut-v-finale-medialigi-.html,2Drots и «Родина Медиа» Тарасова и Каряки сыграют в финале Медиалиги. Матч пройдет в Краснодаре
1029,https://www.sports.ru//football/1113782673-zenit-sygraet-v-irane-s-sepaxanom-3-fevralya.html,«Зенит» сыграет в Иране с «Сепаханом» 3 февраля
1030,https://www.sports.ru//hockey/1113781940-avtovaz-stal-partnerom-kxl.html,«АвтоВАЗ» стал партнером КХЛ
1031,https://www.sports.ru//football/1113781080-polufinalist-evro-2020-daniya-ne-vyshla-v-plej-off-chm-2022-tunis-tozh.html,Полуфиналист Евро-2020 Дания не вышла в плей-офф ЧМ-2022. Тунис тоже вылетел
1032,https://www.sports.ru//football/1113781050-avstraliya-vyshla-v-plej-off-chm-2022-francziya-vyigrala-gruppu-d.html,Австралия вышла в плей-офф ЧМ-2022. Франция выиграла группу D
1033,https://www.sports.ru//football/1113780361-esk-podderzhala-vse-resheniya-moskaleva-krome-neudaleniya-promesa-v-ma.html,"ЭСК поддержала все решения Москалева, кроме неудаления Промеса в матче «Зенита» и «Спартака»"
1034,https://www.sports.ru//athletics/1113780739-world-athletics-ne-stala-vosstanavlivat-chlenstvo-vfla-i-prodlila-otst.html,World Athletics не восстановила членство ВФЛА и продлила отстранение россиян. Вопрос о ВФЛА отложен до марта 2023 года
1035,https://www.sports.ru//football/1113779891-pochettino-o-messi-vse-futbolnye-lyudi-xotyat-uvidet-kak-messi-podnime.html,"Почеттино о Месси: «Все в футболе хотят увидеть, как он поднимет трофей ЧМ-2022. Аргентина и Англия в финале – было бы потрясающе»"
1036,https://www.sports.ru//football/1113778802-pele-vneplanovo-gospitalizirovan-iz-za-uxudsheniya-sostoyaniya-zdorovy.html,Пеле внепланово госпитализирован из-за ухудшения состояния здоровья
1037,https://www.sports.ru/https://sprts.cc/0Yk60lie,"«Да ладно, этот Роналду даже на поле выглядит так себе. Да и в жизни тоже». Нейросеть «Балабоба» придумывает комментарии для Sports.ru – попробуйте сами"
1038,https://www.sports.ru//football/1113779546-aguero-o-soobshhenii-ot-kanelo-posle-vystupleniya-v-zashhitu-messi-zna.html,"Агуэро о сообщении от Канело насчет Месси: «Знаете, как я обосрался? Он сказал мне: «Эй, урод, ты мне нравился»"
1039,https://www.sports.ru//football/1113777446-fifa-rassmatrivaet-vvedenie-serii-penalti-v-gruppax-chm-s-2026-goda-et.html,ФИФА рассматривает введение серии пенальти в группах ЧМ с 2026 года. Это позволит снизить вероятность равенства очков и риск договорняков в группах из 3 команд (The Athletic)
1040,https://www.sports.ru//boxing/1113779203-majk-tajson-esli-kanelo-posmeet-tronut-messi-mne-pridetsya-vernutsya-v.html,"Майк Тайсон: «Если Канело посмеет тронуть Месси, мне придется вернуться в ринг спустя много лет»"
1041,https://www.sports.ru//football/1113777845-aleksander-cheferin-evropejskij-futbol-odin-iz-samyx-uspeshnyx-primero.html,"Александер Чеферин: «Европейский футбол – один из самых успешных примеров модели, где солидарность и устойчивость важнее прибыли и власти»"
1042,https://www.sports.ru//football/1113777001-fifa-zayavila-chto-raduzhnaya-simvolika-na-stadionax-vo-vremya-chi-202.html,"ФИФА заявила, что радужная символика разрешена на стадионах ЧМ-2022"
1043,https://www.sports.ru//football/1113775765-naslednicza-ispanskogo-prestola-vlyublena-v-gavi-17-letnyaya-princzess.html,Наследница испанского престола влюблена в Гави. 17-летняя принцесса Леонор носит в школу папку с фотографиями хавбека (As)
1044,https://www.sports.ru//biathlon/1113750345-kubok-mira-individualnaya-gonka-virer-startuet-pervoj-xermann-11-j-elv.html,"⚡ Ханна Оберг победила в индивидуальной гонке на этапе Кубка мира в Контиолахти, Тандревольд – 2-я, Виттоцци – 3-я, Эльвира Оберг – 9-я"
1045,https://www.sports.ru//football/1113775079-zenit-ne-primet-uchastie-v-predsezonnom-turnire-klubov-rpl-v-abu-dabi.html,«Зенит» не сыграет на турнире клубов РПЛ в Абу-Даби зимой
1046,https://www.sports.ru//football/1113774944-enrike-ob-oboronyayushhixsya-sbornyx-na-chm-2022-eto-kak-pojti-na-spek.html,"Энрике об оборонительной игре на ЧМ-2022: «Это как пойти на спектакль, который так скучен, что в театре никого не остается. Тренеры должны учить, что футбол – шоу» "
1047,https://www.sports.ru//football/1113774359-semak-o-drake-v-matche-so-spartakom-barrios-s-promesom-iznachalno-scze.html,"Семак о драке в матче со «Спартаком»: «Барриос с Промесом изначально сцепились. Почему удалили Вильмара, но не удалили Квинси, мне до сих пор непонятно» "
1048,https://www.sports.ru//football/1113773993-tebas-o-vozvrashhenii-messi-v-barsu-esli-ego-zarplata-budet-takoj-zhe-.html,"Тебас о возвращении Месси в «Барсу»: «Если его зарплата будет такой же, как в момент ухода – это невозможно. С такими суммами он может играть только за «ПСЖ»"
1049,https://www.sports.ru//figure-skating/1113769182-evgeniya-medvedeva-muzhskim-vnimaniem-ya-ne-obdelena-prosto-lichnaya-z.html,"Евгения Медведева: «Мужским вниманием я не обделена. Просто личная жизнь на то и личная, чтобы о ней поменьше рассказывать»"
1050,https://www.sports.ru//shooting/1113773444-vladimir-lisin-proigral-vybory-na-post-glavy-mezhdunarodnoj-federaczii.html,Владимир Лисин проиграл выборы на пост главы Международной федерации спортивной стрельбы
1051,https://www.sports.ru//football/1113773842-kukuyan-zaxaryanu-vo-vremya-matcha-s-loko-arsen-tebe-15-let-a-mne-40-y.html,"Кукуян – Захаряну во время матча с «Локо»: «Арсен, тебе, #####, 15 лет, а мне 40. Я тебя оберегаю, ты как этот падаешь. Играй в футбол»"
1052,https://www.sports.ru//football/1113773616-fond-pele-nagradil-ronaldu-za-vydayushhiesya-dostizheniya-na-pole-i-vn.html,Фонд Пеле наградил Роналду за «выдающиеся достижения на поле и вне его и бесконечную приверженность проблемам детей»
1053,https://www.sports.ru//football/1113714620-zdes-byl-palych-novyj-dokumentalnyj-serial-sportsru-i-premier-o-lyubvi.html,«Здесь был Палыч» – смотрите бесплатно новый документальный сериал о любви к футболу
1054,https://www.sports.ru//football/1113772243-iran-ssha-ekran-v-moskve.html,"Видео с надписью «Иран, Россия с тобой!» на экране кинотеатра в Москве оказалось фэйком"
1055,https://www.sports.ru//football/1113772529-uverennost-al-nasra-v-perexode-ronaldu-rastet-sdelka-eshhe-ne-zakryta-.html,"Уверенность «Аль-Насра» в переходе Роналду растет. Сделка еще не закрыта, но саудовцы настроены оптимистично"
1056,https://www.sports.ru//football/1113771882-gakpo-mozhet-ujti-iz-psv-zimoj-myu-obshhaetsya-s-ego-agentami-real-i-l.html,"Гакпо может уйти из ПСВ зимой. «МЮ» общается с агентами вингера, «Реал» и «Ливерпуль» следят за ним"
1057,https://www.sports.ru//football/1113771324-messi-na-pole-kak-tomba-na-sklone-on-sposoben-obvodit-vsex-kak-alberto.html,"«Месси на поле – как Томба на склоне. Он способен обводить всех, как Альберто обходит препятствия». Тренер Польши сравнил Лео с олимпийским чемпионом-горнолыжником "
1058,https://www.sports.ru//football/1113771387-dzhuru-ob-arshavine-sumasshedshij-kak-na-pole-tak-i-vne-ego-on-voshel-.html,"Джуру об Аршавине: «Сумасшедший как на поле, так и вне его. Он вошел в историю «Арсенала»"
1059,https://www.sports.ru//skiing/1113771117-dmitrij-guberniev-s-lyzhnymi-translyacziyami-proisxodit-vserossijskoe-.html,"Дмитрий Губерниев: «С лыжными трансляциями происходит всероссийское позорище. Не понимаю, почему лыжники молчат»"
1060,https://www.sports.ru//skiing/1113770834-stepanova-ob-otsutstvii-translyaczij-kubka-rossii-chuvstvuyu-sebya-pan.html,"Степанова об отсутствии трансляций Кубка России: «Чувствую себя пандой, которую растили, холили, кормили экзотическими побегами бамбука, а потом привезли в зоопарк – и поместили в дальний угол»"
1061,https://www.sports.ru//football/1113770090-bolelshhika-sbornoj-ssha-vygnali-s-tribun-iz-za-raduzhnoj-povyazki-na-.html,Болельщика США выгнали со стадиона из-за радужной повязки на рукаве перед игрой с Ираном (Mirror)
1062,https://www.sports.ru//football/1113770432-pszh-mozhet-prodat-mbappe-letom-chtoby-ne-poteryat-ego-besplatno-v-202.html,"«ПСЖ» может продать Мбаппе летом, чтобы не потерять его бесплатно в 2024-м. «Реал» сохраняет интерес, «МЮ» и «Ливерпуль» вряд ли будут в борьбе"
1063,https://www.sports.ru//athletics/1113769522-amerikanskij-begun-xassan-mid-diskvalificzirovan-na-3-goda-za-doping.html,Участник Олимпиады-2016 американский бегун Хассан Мид дисквалифицирован на 3 года за допинг: в его пробе нашли два вещества
1064,https://www.sports.ru//football/1113769970-trener-sbornoj-polshi-o-messi-i-levandovskom-eto-ne-tennis-im-ne-pobed.html,Тренер сборной Польши о Месси и Левандовском: «Это не теннис. Им не победить в одиночку»
1065,https://www.sports.ru//football/1113769539-rodrigao-o-tom-chto-ne-uexal-iz-rossii-situacziya-ochen-slozhnaya-ee-p.html,"Родригао о драке: «Если бы не поведение игроков «Спартака», этого можно было бы избежать. С первой минуты каждый из них провоцировал нас»"
1066,https://www.sports.ru//football/1113769337-kris-satton-zabudte-pro-ruku-boga-maradony-teper-v-mode-volosy-boga-ro.html,"Крис Саттон: «Забудьте про «руку Бога» Марадоны, теперь в моде «волосы Бога» Роналду. Бесстыдно! У Месси контракт с adidas – уверен, это приведет к теориям заговора»"
1067,https://www.sports.ru//skiing/1113750898-lyzhi-kubok-rossii-bolshunov-terentev-retivyx-i-korostelev-vystupyat-v.html,"Лыжи. Кубок России. Коростелев победил в коньковом спринте, Большунов – 3-й, Терентьев – 5-й"
1068,https://www.sports.ru//figure-skating/1113768053-medvedeva-ob-uxode-ot-tutberidze-tut-vopros-ne-v-odnom-cheloveke-a-sra.html,"Медведева об уходе от Тутберидзе: «Тут вопрос не в одном человеке, а сразу в двух. С себя я тоже ответственности не снимаю. Я не божий одуванчик»"
1069,https://www.sports.ru//skiing/1113750678-lyzhi-kubok-rossii-nepryaeva-stupak-stepanova-i-maczokina-probegut-spr.html,"Лыжи. Кубок России. Степанова выиграла спринт свободным стилем, Непряева – 2-я, Баранова – 3-я"
1070,https://www.sports.ru//football/1113768435-zarema-ob-obrashhenii-zenita-v-esk-posle-matcha-so-spartakom-v-xod-poj.html,"Зарема об обращении «Зенита» в ЭСК после матча со «Спартаком»: «В ход пойдут все средства, лишь бы обеспечить им трофеи и звезды» "
1071,https://www.sports.ru//football/1113768549-ronaldu-blizok-k-perexodu-v-al-nasr-kontrakt-na-2-5-goda-forvard-budet.html,"Роналду близок к переходу в «Аль-Наср». Контракт – на 2,5 года, форвард будет получать 200 млн евро за сезон (Marca)"
1072,https://www.sports.ru//football/1113768367-gendirektor-zenita-glavnaya-motivacziya-chempionstvo-ono-budet-10-m-u-.html,Гендиректор «Зенита»: «Это чемпионство будет 10-м. У второй звезды – огромное символическое значение»
1073,https://www.sports.ru//football/1113768182-uchastie-mbappe-v-igre-s-tunisom-pod-voprosom-u-nego-diskomfort-v-lody.html,"Мбаппе может пропустить матч с Тунисом из-за дискомфорта в голеностопе. Он хочет сыграть, чтобы улучшить статистику"
1074,https://www.sports.ru//football/1113767710-braziliya-sygraet-s-kamerunom-rezervnym-sostavom-dani-alves-mozhet-vyj.html,Бразилия сыграет с Камеруном резервным составом. Дани Алвес может выйти в старте
1075,https://www.sports.ru//football/1113767436-bajden-o-vyxode-ssha-v-1-8-finala-chm-ya-govoril-treneru-i-igrokam-vy-.html,Байден о выходе США в 1/8 финала ЧМ: «Бог их любит. Говорил тренеру и игрокам: «Вы можете»
1076,https://www.sports.ru//boxing/1113767418-boecz-ufc-ponzinibbio-kanelo-kogda-ty-vystupaesh-protiv-messi-ty-vystu.html,"Боец UFC Понзиниббио – Канело: «Когда ты выступаешь против Месси, ты выступаешь против всей Аргентины»"
1077,https://www.sports.ru//football/1113747058-utrennij-dajdzhest.html,"Первые пары 1/8 ЧМ, борьба Роналду за гол, «Зенит» жалуется в ЭСК, новый рекорд Овечкина, Понсилуома выиграл в Контиолахти, скандал в сборной Бельгии, Ла Лига против «Ювентуса» и другие новости"
1078,https://www.sports.ru//hockey/1113746234-nxl-vashington-v-gostyax-u-vankuvera-boston-prinimaet-tampu-pittsburg-.html,"НХЛ. «Вашингтон» забросил 5 шайб «Ванкуверу», «Бостон» обыграл «Тампу», «Сиэтл» одолел «Лос-Анджелес» (9:8 ОТ)"
1079,https://www.sports.ru//basketball/1113766434-davaj-zabudem-ob-etoj-erunde-charlz-barkli-xochet-naladit-otnosheniya-.html,«Давай забудем об этой ерунде». Чарльз Баркли хочет наладить отношения с Майклом Джорданом
1080,https://www.sports.ru//basketball/1113749721-nba-dallas-primet-golden-stejt-portlend-sygraet-s-klippers.html,"НБА. 41+12+12 от Дончича помогли «Далласу» обыграть «Голден Стэйт», «Клипперс» в гостях вырвали победу у «Портленда»"
1081,https://www.sports.ru//hockey/1113760699-ovechkin-pobil-rekord-gretczki-po-chislu-golov-v-gostevyx-matchax-nxl-.html,Овечкин побил рекорд Гретцки по числу голов в гостевых матчах НХЛ – 403 против 402
1082,https://www.sports.ru//basketball/1113760535-pyatyj-v-sezone-tripl-dabl-luki-donchicha-pomog-dallasu-pobedit-golden.html,"Пятый в сезоне трипл-дабл Луки Дончича помог «Далласу» победить «Голден Стэйт». Словенец набрал 41 очко, 12 подборов и 12 передач"
1083,https://www.sports.ru//hockey/1113760307-ovechkin-zabil-792-j-gol-v-nxl-do-xou-9-shajb-do-gretczki-102.html,"Овечкин забил 792-й и 793-й голы в НХЛ. До Хоу – 8 шайб, до Гретцки – 101"
1084,https://www.sports.ru//football/1113758729-dmitrij-shnyakin-predlozhil-skidyvat-primery-axinei-i-degradaczii-v-eg.html,Дмитрий Шнякин предложил скидывать примеры «ахинеи и деградации» в его работе в комментариях к новости на Sports.ru
1085,https://www.sports.ru//football/1113757442-prisuzhdenie-chm-kataru-skandal-s-yavnymi-priznakami-korrupczii-ya-by-.html,"«Присуждение ЧМ Катару – скандал с явными признаками коррупции. Я бы не стал проводить его там, права человека необходимо соблюдать». Тебас о турнире "
1086,https://www.sports.ru//football/1113757349-angliya-sygraet-s-senegalom-v-1-8-finala-chm-2022-niderlandy-s-ssha.html,"Англия сыграет с Сенегалом в 1/8 финала ЧМ-2022, Нидерланды – с США"
1087,https://www.sports.ru//football/1113730913-chm-2022-niderlandy-sygrayut-s-katarom-angliya-protiv-uelsa-iran-ssha.html,"ЧМ-2022. Англия забила 3 мяча Уэльсу, Иран уступил США и вылетел, Нидерланды обыграли Катар, Сенегал выбил Эквадор"
1088,https://www.sports.ru//football/1113756992-angliya-i-ssha-vyshli-v-1-8-finala-chm-2022.html,"Англия и США вышли в 1/8 финала ЧМ-2022, Иран и Уэльс выбыли"
1089,https://www.sports.ru//football/1113756878-xavi-kto-by-ne-xotel-trenirovat-messi-on-vse-eshhe-nomer-odin-ronaldu-.html,Хави: «Кто бы не хотел тренировать Месси? Он все еще номер один. Роналду также входит в число 3-5 лучших игроков мира»
1090,https://www.sports.ru//football/1113755392-eks-igroka-spartaka-petkovicha-arestovali-v-amsterdame-izyato-115-kg-k.html,"Экс-игрока «Спартака» Душана Петковича арестовали в Амстердаме, изъято 115 кг кокаина в ходе международной спецоперации"
1091,https://www.sports.ru//football/1113756196-reshford-zabil-pervyj-gol-udarom-so-shtrafnogo-chm-2022-forvard-myu-sd.html,"Рэшфорд забил первый на ЧМ-2022 гол ударом со штрафного. Форвард «МЮ» сделал дубль, отправив мяч в домик вратарю, и догнал Гакпо, Мбаппе и Валенсию"
1092,https://www.sports.ru//football/1113754982-ronaldu-ne-prisutstvoval-na-uzhine-liderov-sbornoj-portugalii.html,"Роналду не присутствовал на ужине лидеров Португалии. Там были Бруну, Канселу и другие игроки"
1093,https://www.sports.ru//football/1113754519-nas-tri-mesyacza-uchili-bolet-za-katar-predostavili-bilety-na-matchi-p.html,"«Нас три месяца учили болеть за Катар, предоставили билеты на матчи, проживание, оплачивают еду, трансферы». Болельщик о ЧМ-2022"
1094,https://www.sports.ru//football/1113754023-frappar-budet-glavnym-arbitrom-matcha-germanii-s-kosta-rikoj-i-stanet-.html,Фраппар назначена главным арбитром матча Германии с Коста-Рикой и станет первой женщиной-судьей на игре мужского ЧМ
1095,https://www.sports.ru//football/1113753851-nejmar-propustit-match-s-kamerunom-brazilecz-zabolel-i-prodolzhaet-vos.html,Неймар пропустит матч с Камеруном. Бразилец заболел и продолжает восстанавливаться от травмы 
1096,https://www.sports.ru//football/1113753114-dlya-menya-kommentarij-futbola-igrovoj-proczess-eto-pervoe-i-glavnoe-e.html,"Шнякин в комментариях Sports.ru ответил критикам: «Дикое вранье, что я не слежу за игрой. А борода у меня худшая на канале»"
1097,https://www.sports.ru//hockey/1113730927-kxl-metallurg-v-gostyax-u-kunlunya-ska-sygraet-s-sochi.html,"КХЛ. «Металлург» забил 6 голов «Куньлуню» в гостях, СКА победил «Сочи»"
1098,https://www.sports.ru//football/1113752673-azar-oproverg-chto-podralsya-s-vertongenom-ya-by-ne-osmelilsya-yan-vys.html,"Азар опроверг, что подрался с Вертонгеном: «Я бы не осмелился, Ян выше меня! Я сказал ему, что он уже не очень быстр»"
1099,https://www.sports.ru//football/1113752756-gensek-chm-2022-o-pogibshix-rabochix-ot-400-do-500-chelovek-odna-smert.html,Генсек ЧМ-2022 о погибших рабочих: «От 400 до 500 человек. Одна смерть – это уже слишком много»
1100,https://www.sports.ru//football/1113751828-fanata-zastavili-razdetsya-dogola-pri-obyske-u-stadiona-v-katare-pozdn.html,Фаната заставили раздеться догола при обыске у стадиона в Катаре. Позднее его не пускали на матч из-за футболки и кепки сборной Англии в цветах радуги (INews)
1101,https://www.sports.ru//football/1113751097-yuventus-ne-uvolit-allegri-posle-smeny-rukovodstva-rasschityvaem-na-ne.html,"«Ювентус» не уволит Аллегри после смены руководства: «Рассчитываем на него и на всю команду, чтобы они продолжали побеждать» "
1102,https://www.sports.ru//football/1113751043-latorre-vstupilsya-za-messi-posle-slov-kanelo-absurdnyj-naczionalizm-n.html,Латорре вступился за Месси после слов Канело: «Абсурдный национализм не имеет ничего общего с духом футбольного матча»
1103,https://www.sports.ru//football/1113750223-katar-pervym-proigral-3-matcha-na-domashnem-chm-ustanovili-antirekord-.html,Катар первым проиграл 3 матча на домашнем ЧМ и установил антирекорд по пропущенным голам для хозяев – 7
1104,https://www.sports.ru//football/1113749825-senegal-vyshel-v-plej-off-chm-vo-2-j-raz-v-istorii-i-vpervye-s-2002-go.html,Сенегал вышел в плей-офф ЧМ во 2-й раз в истории и впервые с 2002 года 
1105,https://www.sports.ru//football/1113749796-niderlandy-i-senegal-vyshli-v-1-8-finala-chm-2022.html,"Нидерланды и Сенегал вышли в 1/8 финала ЧМ-2022, Эквадор вылетел"
1106,https://www.sports.ru//hockey/1113749031-xintcz-podpisal-8-letnij-kontrakt-s-dallasom-s-zarplatoj-8-45-mln-doll.html,"Хинтц подписал 8-летний контракт с «Далласом» с зарплатой 8,45 млн долларов в год"
1107,https://www.sports.ru//football/1113747914-kan-isklyuchil-perexod-ronaldu-v-bavariyu-my-vosxishhaemsya-i-lyubim-k.html,"Кан исключил переход Роналду в «Баварию»: «Мы восхищаемся и любим Криштиану, но у нас есть четкая философия. Он бы не соответствовал нашим идеям»"
1108,https://www.sports.ru//football/1113747610-vozvrashhenie-messi-v-barsu-utopiya-otnosheniya-s-laportoj-vse-eshhe-x.html,"Месси в «Барсе» – утопия. Отношения с Лапортой все еще холодные, и у клуба нет места в зарплатной ведомости для Лео (Marca)"
1109,https://www.sports.ru//football/1113747280-krugovoj-nazval-barriosa-luchshim-bojczom-v-zenite-v-ufc-on-by-ne-zate.html,Круговой назвал Барриоса лучшим бойцом в «Зените»: «В UFC он бы не затерялся» 
1110,https://www.sports.ru//football/1113746648-mbappe-glavnyj-pretendent-na-zolotoj-myach-po-versii-goal-messi-2-j-xo.html,"Мбаппе – главный претендент на «Золотой мяч» по версии Goal. Месси – 2-й, Холанд – 4-й, Хвича – 9-й"
1111,https://www.sports.ru//basketball/1113747061-u-lebrona-dzhejmsa-samyj-vysokij-proczent-falshivyx-podpischikov-sredi.html,У Леброна Джеймса самый высокий процент фальшивых подписчиков среди спортсменов. Криштиану Роналду – на 2-м месте
1112,https://www.sports.ru//football/1113745933-bolelshhika-vybezhavshego-na-pole-vo-vremya-matcha-portugaliya-urugvaj.html,"Болельщика, выбежавшего на поле с радужным флагом во время матча Португалия – Уругвай, отпустили без последствий"
1113,https://www.sports.ru//football/1113744781-rossijskij-igrok-vilyarreala-evremov-o-czenax-v-ispanii-kommunalka-nem.html,"Игрок «Вильярреала» Ефремов о ценах в Испании: «Продукты заметно подорожали, процентов на 15-30. Стараемся чаще ходить на рынок, там подешевле»"
1114,https://www.sports.ru//biathlon/1113740762-melixov-o-kaminskom-kogda-lyudi-zhaluyutsya-na-kalendar-iz-za-pary-otm.html,"Мелихов о Каминском: «Когда люди жалуются на календарь из-за пары отмененных гонок, хотя такое происходит даже на Олимпиадах, у меня сомнения в их квалификации»"
1115,https://www.sports.ru//football/1113744369-ploxoe-otnoshenie-k-sbornoj-germanii-i-chm-2022-bespokoit-goretczku-i-.html,"Плохое отношение к сборной Германии и ЧМ-2022 беспокоит Горетцку и еще ряд игроков, они жалуются на злорадство немцев после 1:2 от Японии"
